City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
304,Kango,GA,2020-08-30 02:27:37,0.19,10.1,72.97,90,100,2.04
305,Portland,US,2020-08-30 02:24:33,45.52,-122.68,71.6,35,20,16.11
306,Lorengau,PG,2020-08-30 02:27:38,-2.02,147.27,85.33,71,98,11.68
307,Norman Wells,CA,2020-08-30 02:27:38,65.28,-126.83,57.2,40,20,6.93
308,Falmouth,GB,2020-08-30 02:27:38,50.15,-5.07,52.0,93,0,8.05
309,Parintins,BR,2020-08-30 02:27:38,-2.63,-56.74,77.65,78,8,2.68
310,Lasa,IT,2020-08-30 02:27:38,46.62,10.7,55.0,100,90,5.82
311,Salalah,OM,2020-08-30 02:24:49,17.02,54.09,77.0,94,90,2.24
312,Christchurch,NZ,2020-08-30 02:23:56,-43.53,172.63,71.6,28,25,18.34
313,Atar,MR,2020-08-30 02:27:38,20.52,-13.05,89.55,23,9,3.2
314,Amboasary,MG,2020-08-30 02:27:39,-25.03,46.38,67.53,75,5,4.45
315,Kenora,CA,2020-08-30 02:27:39,49.82,-94.43,59.0,72,20,4.7
316,Axim,GH,2020-08-30 02:27:39,4.87,-2.24,73.92,89,100,8.59
317,Tirumullaivasal,IN,2020-08-30 02:27:39,11.23,79.83,83.12,71,85,9.69
318,Bawku,GH,2020-08-30 02:27:39,11.06,-0.24,73.51,88,90,5.1
319,Mudgee,AU,2020-08-30 02:27:39,-32.59,149.59,66.0,55,0,10.29
320,Zapolyarnyy,RU,2020-08-30 02:27:39,69.42,30.81,46.4,81,28,17.22
321,Abu Zabad,SD,2020-08-30 02:27:40,12.35,29.25,74.93,79,40,7.87
322,Lumeje,AO,2020-08-30 02:27:40,-11.55,20.78,73.54,57,99,1.59
323,Longhua,CN,2020-08-30 02:27:40,23.61,114.19,90.72,54,0,3.29
324,Launceston,AU,2020-08-30 02:27:40,-41.45,147.17,57.2,62,11,26.4
325,Diffa,NE,2020-08-30 02:27:40,13.32,12.61,77.11,68,100,3.02
326,Sorland,NO,2020-08-30 02:27:40,67.67,12.69,48.24,79,100,12.33
327,Mount Gambier,AU,2020-08-30 02:27:41,-37.83,140.77,53.6,87,75,19.46
328,San Rafael,AR,2020-08-30 02:27:41,-34.62,-68.33,46.0,52,0,5.14
329,Wasilla,US,2020-08-30 02:23:04,61.58,-149.44,61.0,51,1,5.82
330,Broome,US,2020-08-30 02:27:41,42.25,-75.83,66.2,68,75,20.8
331,Tommot,RU,2020-08-30 02:27:41,58.96,126.29,67.17,46,91,11.32
332,Jimeta,NG,2020-08-30 02:27:41,9.28,12.47,72.61,88,97,1.77
333,Mogadishu,SO,2020-08-30 02:27:41,2.04,45.34,77.2,84,27,14.25
334,Vangaindrano,MG,2020-08-30 02:27:41,-23.35,47.6,67.23,90,0,6.53
335,Rocha,UY,2020-08-30 02:27:42,-34.48,-54.33,47.52,77,100,13.96
336,Faanui,PF,2020-08-30 02:27:42,-16.48,-151.75,78.3,75,0,23.38
337,Kotma,IN,2020-08-30 02:27:42,23.2,81.97,75.16,87,42,9.37
338,Bantogon,PH,2020-08-30 02:27:42,6.53,124.03,83.21,70,100,6.04
339,Rosario Do Sul,BR,2020-08-30 02:27:42,-30.26,-54.91,62.6,91,98,19.66
340,Chichi,NG,2020-08-30 02:27:42,7.27,8.93,73.02,91,100,7.38
341,Kaduy,RU,2020-08-30 02:27:42,59.2,37.15,51.76,94,100,4.09
342,Souillac,MU,2020-08-30 02:27:43,-20.52,57.52,69.8,73,40,14.99
343,Tongliao,CN,2020-08-30 02:27:43,43.61,122.27,73.22,60,96,3.8
344,Turukhansk,RU,2020-08-30 02:27:43,65.82,87.98,56.37,69,89,2.55
345,Babaeski,TR,2020-08-30 02:27:43,41.43,27.09,67.26,68,0,3.31
346,Marzuq,YE,2020-08-30 02:27:43,14.4,46.47,80.46,51,0,3.22
347,Vanimo,PG,2020-08-30 02:27:44,-2.67,141.3,86.88,57,0,5.5
348,Lakes Entrance,AU,2020-08-30 02:27:44,-37.88,147.98,70.0,41,66,8.16
349,Bayan,CN,2020-08-30 02:27:44,46.08,127.4,62.28,91,100,4.54
350,Ayr,GB,2020-08-30 02:27:44,55.46,-4.63,50.0,81,20,3.42
351,Homer,US,2020-08-30 02:27:45,59.64,-151.55,55.4,71,90,11.41
352,Uyar,RU,2020-08-30 02:27:45,55.81,94.32,58.71,80,36,5.84
353,Dubti,ET,2020-08-30 02:27:45,11.74,41.09,84.76,55,65,7.4
354,Wattegama,LK,2020-08-30 02:27:45,6.8,81.48,82.4,83,75,5.82
355,Lahaina,US,2020-08-30 02:27:45,20.88,-156.68,87.8,52,1,27.51
356,Pemangkat,ID,2020-08-30 02:27:45,1.17,108.97,83.17,71,60,5.19
357,Lukovetskiy,RU,2020-08-30 02:27:46,64.3,41.92,51.8,100,90,4.47
358,Baley,RU,2020-08-30 02:27:46,51.6,116.63,54.75,85,100,2.39
359,Chokurdakh,RU,2020-08-30 02:27:46,70.63,147.92,42.31,81,100,3.87
360,Phaltan,IN,2020-08-30 02:27:46,17.98,74.43,73.94,82,100,7.54
361,Isangel,VU,2020-08-30 02:27:46,-19.55,169.27,75.2,73,75,11.41
362,Avera,US,2020-08-30 02:27:46,33.19,-82.53,80.6,76,1,4.7
363,Walvis Bay,NA,2020-08-30 02:27:46,-22.96,14.51,48.99,80,0,14.25
364,Saint-Leu,RE,2020-08-30 02:27:47,-21.15,55.28,64.4,77,50,5.82
365,Quesnel,CA,2020-08-30 02:27:47,53.0,-122.5,57.2,67,75,6.93
366,Loandjili,CG,2020-08-30 02:27:47,-4.76,11.86,71.94,85,100,7.52
367,Arlit,NE,2020-08-30 02:27:47,18.74,7.39,88.63,45,29,10.13
368,Ketchikan,US,2020-08-30 02:27:47,55.34,-131.65,57.2,87,75,10.29
369,Abonnema,NG,2020-08-30 02:27:47,4.71,6.79,77.0,88,75,2.73
370,Conde,BR,2020-08-30 02:27:47,-7.26,-34.91,77.0,83,40,9.17
371,Zheleznogorsk,RU,2020-08-30 02:27:47,52.33,35.37,56.89,83,2,8.97
372,Manaus,BR,2020-08-30 02:27:48,-3.1,-60.02,78.8,88,100,3.36
373,Esik,KZ,2020-08-30 02:27:48,43.36,77.45,62.6,55,20,6.71
374,Kahului,US,2020-08-30 02:24:53,20.89,-156.47,87.8,52,1,27.51
375,Linxia,CN,2020-08-30 02:27:48,35.6,103.21,51.15,86,100,3.91
376,Sabang,ID,2020-08-30 02:27:48,5.89,95.32,83.43,73,100,8.46
377,Beringovskiy,RU,2020-08-30 02:27:48,63.05,179.32,47.34,83,100,22.95
378,Garowe,SO,2020-08-30 02:27:48,8.41,48.48,75.79,65,83,21.74
379,Moree,AU,2020-08-30 02:27:49,-29.47,149.85,71.6,37,0,9.17
380,Diu,IN,2020-08-30 02:27:49,20.71,70.98,79.11,88,100,12.01
381,Zhigansk,RU,2020-08-30 02:27:49,66.77,123.37,55.83,69,100,8.72
382,Gobabis,NA,2020-08-30 02:27:49,-22.45,18.97,38.53,65,0,11.3
383,Alice Springs,AU,2020-08-30 02:24:57,-23.7,133.88,80.6,10,0,4.7
384,Murgab,TM,2020-08-30 02:27:49,37.5,61.97,69.8,40,0,4.7
385,Marsa Matruh,EG,2020-08-30 02:27:49,31.35,27.25,77.0,73,0,6.93
386,Marsaxlokk,MT,2020-08-30 02:27:50,35.84,14.54,80.01,88,40,9.17
387,Nizwa,OM,2020-08-30 02:23:55,22.93,57.53,84.76,50,5,1.3
388,Malartic,CA,2020-08-30 02:27:50,48.13,-78.13,52.0,93,90,6.93
389,Petropavlovsk-Kamchatskiy,RU,2020-08-30 02:27:50,53.05,158.65,62.6,48,97,11.18
390,Vao,NC,2020-08-30 02:27:50,-22.67,167.48,66.99,67,37,18.3
391,Quelimane,MZ,2020-08-30 02:27:51,-17.88,36.89,71.6,83,7,3.36
392,Luderitz,NA,2020-08-30 02:27:51,-26.65,15.16,50.09,62,0,15.61
393,Pauini,BR,2020-08-30 02:27:51,-7.71,-66.98,73.29,93,17,3.6
394,Kaeo,NZ,2020-08-30 02:27:51,-35.1,173.78,70.0,49,0,5.99
395,Makakilo City,US,2020-08-30 02:27:51,21.35,-158.09,87.8,45,40,10.29
396,Haines Junction,CA,2020-08-30 02:27:52,60.75,-137.51,56.28,51,7,7.81
397,Maragogi,BR,2020-08-30 02:27:52,-9.01,-35.22,74.71,85,75,12.03
398,Clarence Town,AU,2020-08-30 02:27:52,-32.58,151.78,71.6,43,0,9.17
399,Berlevag,NO,2020-08-30 02:27:52,70.86,29.09,48.45,76,90,10.6
400,Chimbote,PE,2020-08-30 02:27:52,-9.09,-78.58,60.42,87,33,8.68
401,Sambava,MG,2020-08-30 02:27:52,-14.27,50.17,69.55,83,60,11.99
402,Ulladulla,AU,2020-08-30 02:27:53,-35.35,150.47,75.2,25,0,18.34
403,Hazaribag,IN,2020-08-30 02:27:53,23.98,85.35,78.03,79,27,5.99
404,Juba,SS,2020-08-30 02:27:53,4.85,31.58,67.8,94,2,3.11
405,Ughelli,NG,2020-08-30 02:27:53,5.49,6.01,73.58,95,99,1.74
406,Santa Ana,US,2020-08-30 02:23:09,33.75,-117.87,75.2,60,1,5.82
407,Antipino,RU,2020-08-30 02:27:53,57.11,65.76,62.6,82,80,6.71
408,Marfino,RU,2020-08-30 02:27:53,55.7,37.38,59.0,82,75,6.71
409,Vercelli,IT,2020-08-30 02:27:54,45.32,8.42,66.99,91,100,3.71
410,Qrendi,MT,2020-08-30 02:27:54,35.83,14.46,80.01,88,40,9.17
411,Waipawa,NZ,2020-08-30 02:27:54,-41.41,175.52,60.8,59,0,24.16
412,Boende,CD,2020-08-30 02:27:54,-0.22,20.87,70.45,96,91,2.48
413,Jiayuguan,CN,2020-08-30 02:27:54,39.82,98.3,63.5,34,0,1.16
414,Eten,PE,2020-08-30 02:27:54,-6.91,-79.86,60.8,82,75,19.46
415,Qazvin,IR,2020-08-30 02:27:54,36.28,50.0,57.2,76,0,2.24
416,Coihaique,CL,2020-08-30 02:27:11,-45.58,-72.07,41.0,88,40,4.7
417,Sakakah,SA,2020-08-30 02:27:55,29.97,40.21,82.4,15,0,4.7
418,Bereda,ES,2020-08-30 02:27:55,43.27,-7.54,48.99,94,31,3.0
419,Medicine Hat,CA,2020-08-30 02:25:09,50.05,-110.67,60.8,34,75,9.17
420,Sovetskiy,RU,2020-08-30 02:27:55,61.36,63.58,55.0,94,98,6.76
421,Pareora,NZ,2020-08-30 02:27:55,-44.49,171.21,61.97,51,52,2.19
422,Novosokolniki,RU,2020-08-30 02:27:55,56.35,30.16,60.33,96,100,6.42
423,Pudozh,RU,2020-08-30 02:27:55,61.81,36.53,43.32,95,100,0.83
424,Labuhan,ID,2020-08-30 02:27:56,-6.88,112.21,82.78,59,100,5.39
425,Aksha,RU,2020-08-30 02:27:56,50.28,113.29,53.17,91,100,1.99
426,Namwala,ZM,2020-08-30 02:27:56,-15.75,26.44,62.82,33,0,0.78
427,Strezhevoy,RU,2020-08-30 02:27:56,60.73,77.59,55.4,93,90,2.24
428,Da Nang,VN,2020-08-30 02:24:44,16.07,108.22,93.2,59,20,3.36
429,Arcata,US,2020-08-30 02:24:41,40.87,-124.08,61.0,82,1,4.7
430,Kununurra,AU,2020-08-30 02:27:56,-15.77,128.73,87.8,29,11,11.41
431,Etampes,FR,2020-08-30 02:27:57,48.43,2.15,55.0,83,55,7.74
432,Lubumbashi,CD,2020-08-30 02:27:57,-11.66,27.48,61.18,45,26,3.2
433,Galveston,US,2020-08-30 02:27:57,29.37,-94.97,88.0,74,1,12.75
434,Ayan,RU,2020-08-30 02:27:57,56.45,138.17,57.42,60,89,11.36
435,Aquiraz,BR,2020-08-30 02:27:58,-3.9,-38.39,78.8,78,20,19.46
436,Gamba,GA,2020-08-30 02:27:58,-2.65,10.0,73.0,89,100,5.93
437,Sandnessjoen,NO,2020-08-30 02:27:58,66.02,12.63,42.8,93,75,1.12
438,Lata,PT,2020-08-30 02:27:58,40.16,-8.33,60.01,81,0,3.02
439,Oistins,BB,2020-08-30 02:27:58,13.07,-59.53,82.4,78,40,20.8
440,Chapais,CA,2020-08-30 02:23:00,49.78,-74.85,51.8,81,90,6.93
441,Katesh,TZ,2020-08-30 02:27:59,-4.52,35.38,54.3,95,47,7.38
442,Sao Gabriel Da Cachoeira,BR,2020-08-30 02:27:59,-0.13,-67.09,72.61,95,100,1.74
443,Mariinsk,RU,2020-08-30 02:27:59,56.21,87.75,57.85,91,100,7.78
444,Merauke,ID,2020-08-30 02:27:59,-8.47,140.33,84.27,71,100,9.1
445,Barra Dos Coqueiros,BR,2020-08-30 02:28:00,-10.91,-37.04,78.8,69,40,12.75
446,Coquimbo,CL,2020-08-30 02:23:18,-29.95,-71.34,51.8,87,100,2.24
447,Tondano,ID,2020-08-30 02:28:00,1.3,124.91,87.8,62,20,3.36
448,Xinan,CN,2020-08-30 02:28:00,26.72,119.86,87.15,67,60,2.57
449,Napierville,CA,2020-08-30 02:28:00,45.19,-73.4,60.01,95,76,5.01
450,Ferrol,ES,2020-08-30 02:28:01,43.48,-8.24,57.2,82,75,11.65
451,Tuatapere,NZ,2020-08-30 02:28:01,-46.13,167.68,56.88,62,80,12.48
452,Council Bluffs,US,2020-08-30 02:28:01,41.26,-95.86,71.6,49,40,5.82
453,Blagoyevo,RU,2020-08-30 02:28:01,63.37,47.92,50.92,86,100,5.14
454,Shimoda,JP,2020-08-30 02:28:01,34.67,138.95,84.2,79,75,1.12
455,Orcopampa,PE,2020-08-30 02:28:02,-15.27,-72.34,48.74,46,100,1.68
456,Klaksvik,FO,2020-08-30 02:28:02,62.23,-6.59,41.0,93,55,1.12
457,Takestan,IR,2020-08-30 02:28:02,36.07,49.7,57.2,76,2,2.24
458,Ipixuna,BR,2020-08-30 02:28:02,-1.76,-48.8,78.8,83,68,11.41
459,Yasnyy,RU,2020-08-30 02:28:02,51.03,59.87,66.85,45,99,11.68
460,Atambua,ID,2020-08-30 02:28:03,-9.11,124.89,83.84,36,100,2.59
461,Reo,BF,2020-08-30 02:28:03,12.32,-2.47,73.76,91,100,9.98
462,Musoma,TZ,2020-08-30 02:28:03,-1.5,33.8,69.8,83,40,7.14
463,Bonfim,BR,2020-08-30 02:28:03,3.08,-59.95,76.42,88,100,2.04
464,Juegang,CN,2020-08-30 02:28:03,32.32,121.19,84.0,54,2,7.67
465,Beloha,MG,2020-08-30 02:28:04,-25.17,45.05,70.39,61,2,6.51
466,Umm Kaddadah,SD,2020-08-30 02:28:04,13.6,26.69,81.45,57,5,5.93
467,Mareeba,AU,2020-08-30 02:28:04,-17.0,145.43,75.2,73,90,13.87
468,Leningradskiy,RU,2020-08-30 02:28:04,69.38,178.42,37.45,87,100,10.74
469,Kyren,RU,2020-08-30 02:28:04,51.68,102.14,53.4,83,100,1.88
470,Yatou,CN,2020-08-30 02:28:05,37.15,122.38,78.89,81,28,7.74
471,Karlstad,SE,2020-08-30 02:28:05,59.38,13.5,53.01,100,100,4.7
472,Lethem,GY,2020-08-30 02:28:05,3.38,-59.8,75.42,89,100,1.97
473,Oksfjord,NO,2020-08-30 02:28:05,70.24,22.35,46.4,81,50,11.41
474,Santa Maria Del Oro,MX,2020-08-30 02:28:05,25.93,-105.37,72.91,55,87,2.91
475,Karpathos,GR,2020-08-30 02:28:06,35.51,27.21,75.2,88,0,14.99
476,Medianeira,BR,2020-08-30 02:28:06,-25.3,-54.09,78.8,41,0,4.7
477,La Ronge,CA,2020-08-30 02:28:06,55.1,-105.28,57.2,93,90,12.75
478,Tucurui,BR,2020-08-30 02:28:06,-3.77,-49.67,79.12,61,34,1.14
479,Iquique,CL,2020-08-30 02:28:07,-20.22,-70.14,59.0,72,90,8.05
480,Trairi,BR,2020-08-30 02:28:07,-3.28,-39.27,78.44,78,70,14.99
481,Ojinaga,MX,2020-08-30 02:28:07,29.57,-104.42,98.6,18,1,13.87
482,Kodinar,IN,2020-08-30 02:28:07,20.79,70.7,79.14,88,100,11.12
483,Georgiyevka,KZ,2020-08-30 02:28:07,43.04,74.71,60.8,72,0,2.39
484,Zhuanghe,CN,2020-08-30 02:28:08,39.7,122.99,78.93,77,62,5.91
485,Narsaq,GL,2020-08-30 02:28:08,60.92,-46.05,60.8,31,76,24.16
486,Kudahuvadhoo,MV,2020-08-30 02:28:08,2.67,72.89,83.37,63,53,0.29
487,Deputatskiy,RU,2020-08-30 02:28:08,69.3,139.9,40.03,80,96,4.36
488,Ola,RU,2020-08-30 02:28:09,59.58,151.28,55.8,51,21,3.87
489,Vostok,RU,2020-08-30 02:28:09,46.49,135.88,49.41,91,100,5.39
490,Wladyslawowo,PL,2020-08-30 02:28:09,54.79,18.4,55.4,93,100,1.12
491,Cap Malheureux,MU,2020-08-30 02:28:09,-19.98,57.61,70.0,71,2,8.01
492,Ukiah,US,2020-08-30 02:27:43,39.15,-123.21,84.2,37,75,6.93
493,Moyale,KE,2020-08-30 02:28:10,3.52,39.06,65.71,79,47,11.72
494,La Rioja,ES,2020-08-30 02:28:10,42.25,-2.5,53.6,81,40,8.05
495,Hoquiam,US,2020-08-30 02:28:10,46.98,-123.89,61.0,63,1,11.41
496,Bahia Blanca,AR,2020-08-30 02:28:10,-38.72,-62.27,40.23,58,0,4.27
497,Uyemskiy,RU,2020-08-30 02:28:11,64.47,40.85,51.8,100,90,4.47
498,Xichang,CN,2020-08-30 02:27:43,27.9,102.26,73.31,71,100,1.45
499,Svetlyy,RU,2020-08-30 02:28:11,54.67,20.13,59.0,93,98,6.71
500,Mandiana,GN,2020-08-30 02:28:11,10.63,-8.68,71.22,95,100,8.12
501,Ushtobe,KZ,2020-08-30 02:28:12,45.25,77.98,66.07,37,0,13.0
502,Cochrane,CA,2020-08-30 02:27:53,51.18,-114.47,50.0,87,90,4.7
503,Maridi,SS,2020-08-30 02:28:12,4.92,29.47,64.8,97,7,4.27
504,Qaqortoq,GL,2020-08-30 02:28:12,60.72,-46.03,60.8,31,75,24.16
505,Castelldefels,ES,2020-08-30 02:28:12,41.28,1.97,66.0,82,20,9.17
506,Mucuri,BR,2020-08-30 02:28:12,-18.09,-39.55,73.08,87,0,6.85
507,Biswan,IN,2020-08-30 02:28:13,27.5,81.0,80.91,78,17,11.63
508,Muncar,ID,2020-08-30 02:28:13,-8.43,114.33,79.95,69,97,7.07
509,Dunmore Town,BS,2020-08-30 02:28:13,25.5,-76.65,84.24,67,38,5.35
510,Malanje,AO,2020-08-30 02:28:13,-9.54,16.34,61.11,85,41,4.59
511,Vestmannaeyjar,IS,2020-08-30 02:28:13,63.44,-20.27,52.43,92,100,12.5
512,Alugan,PH,2020-08-30 02:28:13,12.22,125.48,80.26,81,100,8.48
513,Carndonagh,IE,2020-08-30 02:28:14,55.25,-7.27,47.62,89,42,3.71
514,Cagsiay,PH,2020-08-30 02:28:14,14.22,121.75,87.15,68,100,12.15
515,Tarrega,ES,2020-08-30 02:28:14,41.65,1.14,57.99,85,0,1.99
516,Ous,RU,2020-08-30 02:28:14,60.91,61.52,57.61,97,93,2.3
517,Dingle,PH,2020-08-30 02:28:14,11.0,122.67,86.14,72,88,7.7
518,Senanga,ZM,2020-08-30 02:28:14,-16.12,23.27,71.87,46,80,1.36
519,Cayce,US,2020-08-30 02:28:14,33.97,-81.07,82.0,78,40,5.82
520,Kantemirovka,RU,2020-08-30 02:28:15,49.71,39.86,60.35,79,12,2.46
521,San Onofre,CO,2020-08-30 02:28:15,9.74,-75.53,78.31,88,52,4.63
522,Atchison,US,2020-08-30 02:28:15,39.56,-95.12,66.99,82,0,5.06
523,Kibara,TZ,2020-08-30 02:28:15,-2.15,33.45,73.4,78,75,11.41
524,Itarema,BR,2020-08-30 02:28:15,-2.92,-39.92,78.58,77,60,18.84
525,Tabou,CI,2020-08-30 02:28:15,4.42,-7.35,75.2,85,97,10.8
526,Banda Aceh,ID,2020-08-30 02:25:26,5.56,95.32,83.86,70,100,6.31
527,Yurino,RU,2020-08-30 02:28:16,56.29,46.3,57.2,100,75,4.47
528,Caravelas,BR,2020-08-30 02:28:16,-17.71,-39.25,71.8,88,0,4.41
529,Port Blair,IN,2020-08-30 02:28:16,11.67,92.75,84.36,72,21,4.63
530,Brezovo,BG,2020-08-30 02:28:16,42.35,25.08,66.2,77,5,4.7
531,Rovaniemi,FI,2020-08-30 02:28:16,66.5,25.72,44.6,87,0,5.82
532,Muros,ES,2020-08-30 02:28:16,42.78,-9.06,52.0,91,6,10.8
533,Darapidap,PH,2020-08-30 02:28:17,17.21,120.41,85.69,69,91,4.61
534,Santa Vitoria Do Palmar,BR,2020-08-30 02:28:17,-33.52,-53.37,52.39,88,99,12.19
535,Ordzhonikidze,KZ,2020-08-30 02:28:17,52.44,61.74,65.52,61,65,4.14
536,Hirara,JP,2020-08-30 02:28:17,24.8,125.28,87.8,74,75,14.99
537,Togur,RU,2020-08-30 02:28:17,58.36,82.83,57.43,92,0,5.06
538,Tura,IN,2020-08-30 02:28:17,25.52,90.22,78.17,89,100,5.73
539,Sanchor,IN,2020-08-30 02:28:17,24.76,71.77,85.35,75,100,5.88
540,Soure,BR,2020-08-30 02:28:18,-0.72,-48.52,80.56,81,75,15.26
541,Aykhal,RU,2020-08-30 02:28:18,66.0,111.5,55.4,43,90,2.24
542,Bryan,US,2020-08-30 02:28:18,30.67,-96.37,90.0,52,1,4.7
543,Port Lincoln,AU,2020-08-30 02:28:18,-34.73,135.87,57.61,60,66,21.5
544,Santa Isabel Do Rio Negro,BR,2020-08-30 02:28:18,-0.41,-65.02,73.83,96,90,3.22
545,Alofi,NU,2020-08-30 02:28:18,-19.06,-169.92,80.6,69,18,17.22
546,Nossa Senhora Da Gloria,BR,2020-08-30 02:28:03,-10.22,-37.42,66.56,99,14,7.16
547,Kavieng,PG,2020-08-30 02:28:19,-2.57,150.8,85.91,68,31,12.62
548,Mae Sai,TH,2020-08-30 02:28:19,20.43,99.88,80.01,88,75,3.36
549,Danjiangkou,CN,2020-08-30 02:28:19,32.54,111.51,77.0,75,9,1.01
550,Faya,SA,2020-08-30 02:28:19,18.39,42.45,68.0,45,20,4.18
551,Svetlogorsk,BY,2020-08-30 02:28:19,52.63,29.73,60.3,81,13,7.14
552,Templin,DE,2020-08-30 02:28:19,53.12,13.5,64.99,76,85,2.08
553,Izhma,RU,2020-08-30 02:28:19,65.01,53.91,50.92,93,100,6.24
554,Copiapo,CL,2020-08-30 02:28:20,-27.37,-70.33,51.8,87,0,5.82
555,Xucheng,CN,2020-08-30 02:28:20,20.35,110.13,89.6,62,0,4.47
556,Asuncion,PY,2020-08-30 02:28:20,-25.3,-57.64,82.4,34,0,9.17
557,Hays,US,2020-08-30 02:28:20,30.05,-98.03,91.0,48,0,4.0
558,Mayo,US,2020-08-30 02:24:47,38.89,-76.51,79.0,94,1,5.82
559,Piranhas,BR,2020-08-30 02:28:20,-16.43,-51.82,74.75,27,0,3.13
560,Meulaboh,ID,2020-08-30 02:28:21,4.14,96.13,80.31,83,100,3.06
561,Aswan,EG,2020-08-30 02:28:21,24.09,32.91,81.21,24,0,7.07
562,Port Angeles,US,2020-08-30 02:28:21,48.12,-123.43,60.8,59,1,10.29
563,Superior,US,2020-08-30 02:28:21,46.72,-92.1,64.4,100,1,2.64
564,Mayskiy,RU,2020-08-30 02:28:21,47.69,40.1,57.2,71,0,4.47
565,Kupang,ID,2020-08-30 02:28:21,-10.17,123.58,87.8,40,20,23.04
566,Araxa,BR,2020-08-30 02:28:21,-19.59,-46.94,66.2,55,0,5.82
567,Hobyo,SO,2020-08-30 02:28:22,5.35,48.53,76.42,87,99,21.54
568,Kavaratti,IN,2020-08-30 02:28:22,10.57,72.64,81.97,78,100,14.5
569,Santa Maria,BR,2020-08-30 02:28:22,-29.68,-53.81,68.0,88,90,9.17
570,Sakete,BJ,2020-08-30 02:28:22,6.74,2.66,77.0,88,20,12.75
571,Ciudad Bolivar,VE,2020-08-30 02:25:53,8.12,-63.55,78.87,81,91,6.58
572,Chifeng,CN,2020-08-30 02:23:51,42.27,118.96,75.63,67,100,5.99
573,Dahegam,IN,2020-08-30 02:28:22,23.17,72.82,80.6,100,90,5.82
574,Aljezur,PT,2020-08-30 02:28:23,37.32,-8.8,55.0,90,100,11.41
575,Leshukonskoye,RU,2020-08-30 02:28:23,64.9,45.76,49.06,86,100,6.93
576,Chervonohryhorivka,UA,2020-08-30 02:28:23,47.62,34.54,62.01,62,2,2.24
577,Bonthe,SL,2020-08-30 02:28:23,7.53,-12.51,75.33,90,100,9.93
578,Gusau,NG,2020-08-30 02:28:23,12.16,6.66,73.18,88,100,3.27
579,Atbasar,KZ,2020-08-30 02:28:23,51.8,68.33,65.91,56,0,5.44
580,Soyo,AO,2020-08-30 02:28:23,-6.13,12.37,71.19,83,98,7.4
581,Kuantan,MY,2020-08-30 02:28:24,3.81,103.33,84.2,79,20,4.7
582,Gwanda,ZW,2020-08-30 02:28:24,-20.93,29.0,68.47,31,36,7.94
