City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
498,Port Moresby,PG,75.72,broken clouds,-9.44,147.18,Lamana Hotel
503,Ha Tinh,VN,79.21,clear sky,18.33,105.9,Phú Quý
506,Jiazi,CN,82.29,scattered clouds,22.88,116.07,Hotel Jin Hao
507,Kantang,TH,79.93,broken clouds,7.41,99.52,Reng Ta Chai Boutique HomeStay
509,Zomin,UZ,79.75,overcast clouds,39.96,68.4,Orol hotel
512,Lake Havasu City,US,87.8,clear sky,34.48,-114.32,Heat Hotel
515,Ocos,GT,84.2,clear sky,14.51,-92.19,La Bajadita
516,Teknaf,BD,81.37,overcast clouds,20.86,92.31,Magnum Engineering & Construction
518,Skeldon,GY,82.33,overcast clouds,5.88,-57.13,Rits Hotel
520,Uniontown,US,73.99,overcast clouds,39.9,-79.72,Hampton Inn Uniontown
523,Khash,IR,73.11,clear sky,28.22,61.22,دفتر پیشخوان دولت جمال زهی (خالد)
526,Yabelo,ET,71.78,overcast clouds,4.88,38.08,Asnakech W/michael
529,Kununurra,AU,78.8,scattered clouds,-15.77,128.73,Hotel Kununurra
531,Sciacca,IT,81.0,few clouds,37.51,13.09,Hotel Aliai
532,Gibraleon,ES,88.61,scattered clouds,37.38,-6.97,Finca Caja del Agua
536,Cuamba,MZ,82.53,clear sky,-14.8,36.54,Hotel Vision
537,Hambantota,LK,77.0,scattered clouds,6.12,81.12,Bungalow 63
541,Salitral,PE,77.27,broken clouds,-4.86,-80.68,Mosoq Inn Puno
542,Ikot Ekpene,NG,78.12,moderate rain,5.18,7.71,Prespter Royal Dutch
546,Kalmunai,LK,83.07,broken clouds,7.42,81.82,VS Villa
547,Vila,PT,79.0,broken clouds,42.03,-8.16,Hotel Castrum Villae
549,Robertsport,LR,77.11,light rain,6.75,-11.37,Kwepunha Retreat
550,Antalaha,MG,70.32,clear sky,-14.9,50.28,Hotel Vitasoa
551,Nha Trang,VN,84.2,few clouds,12.25,109.18,Hanoi Golden Hotel
556,Kudahuvadhoo,MV,84.15,broken clouds,2.67,72.89,Kudahuvadhoo Retreat
557,Andros Town,BS,89.6,scattered clouds,24.7,-77.77,Hanks place
558,Kattivakkam,IN,86.0,scattered clouds,13.22,80.32,St. Joseph Thirumana mandapam
561,Quelimane,MZ,74.01,clear sky,-17.88,36.89,Hotel Flamingo
563,Bentonville,US,75.2,broken clouds,36.37,-94.21,Hilton Garden Inn Bentonville Rogers
564,Iwaki,JP,73.99,broken clouds,37.05,140.88,Toyoko Inn Iwaki Ekimae
566,Varna,BG,84.0,clear sky,43.22,27.92,GOLDEN TULIP VARNA
569,Shiyan,CN,71.85,light rain,32.65,110.78,Karen International Hotel
571,Port Blair,IN,81.73,overcast clouds,11.67,92.75,Fortune Resort Bay Island
572,Koungou,YT,78.8,scattered clouds,-12.73,45.2,Villa Netibor
573,Dawlatabad,AF,76.3,clear sky,36.41,64.91,WASIM ASGAR KHAN
574,Samarai,PG,77.63,overcast clouds,-10.62,150.67,Nuli Sapi
578,Trairi,BR,88.75,clear sky,-3.28,-39.27,Pousada Field Lilies - Trairi
580,Kuah,MY,82.4,heavy intensity rain,6.33,99.84,Azio Hotel
581,Millau,FR,77.0,broken clouds,44.08,2.92,Hôtel Les Raspes
589,Bud,US,72.0,overcast clouds,39.45,-86.18,Madsion Scouts Camp
590,Jacareacanga,BR,89.6,few clouds,-6.22,-57.75,Casa do Ian😎
592,Terre Haute,US,75.99,overcast clouds,39.47,-87.41,Drury Inn & Suites Terre Haute
593,Libreville,GA,80.6,broken clouds,0.39,9.45,Hotel Re-Ndama
595,Menongue,AO,80.92,overcast clouds,-14.66,17.69,Ritz Lauca
599,Duminichi,RU,71.17,overcast clouds,53.93,35.11,"Gostinitsa Ooo ""Td ""Khot'kovo"""
600,Tena,EC,80.6,broken clouds,-0.98,-77.82,Hostal Tena Ñaui
601,Manggar,ID,81.21,overcast clouds,-2.88,108.27,Guest Hotel
603,Tevaitoa,PF,77.95,clear sky,-16.78,-151.5,Hôtel Raiatea Lodge
605,Korla,CN,78.89,clear sky,41.76,86.15,Gulisitan Hotel
607,Camacha,PT,75.2,scattered clouds,33.08,-16.33,Hotel Porto Santo & Spa
609,Santa Lucia,ES,80.6,few clouds,27.91,-15.54,Hotel Viverde Las Tirajanas
610,Banepa,NP,75.2,thunderstorm,27.63,85.52,Dhulikhel Lodge Resort
613,Sri Aman,MY,75.2,overcast clouds,1.24,111.46,Seri Simanggang Hotel
614,Hasaki,JP,73.4,broken clouds,35.73,140.83,Inubosaki Kanko Hotel
615,Le Port,RE,71.01,clear sky,-20.94,55.29,Villa Maido
617,Susner,IN,76.05,clear sky,23.95,76.08,BaBji Electronics
619,Bibiani,GH,80.69,light rain,6.46,-2.32,Rodick Hotel
620,Alyangula,AU,71.6,clear sky,-13.85,136.42,Groote Eylandt Lodge
622,Pedernales,DO,84.2,scattered clouds,18.04,-71.74,Hotel Costa Marina
623,Fuerte Olimpo,PY,84.58,clear sky,-21.04,-57.87,Hotel Fuerte Olimpo
624,Angoche,MZ,74.89,clear sky,-16.23,39.91,Guest House HESADA
634,Bulancak,TR,77.0,broken clouds,40.94,38.23,Ada Loft Aparts
636,Inirida,CO,88.23,broken clouds,3.87,-67.92,Fuente del Guania Hotel de Lujo
638,Stepnogorsk,KZ,73.98,broken clouds,52.35,71.89,Gostinitsa Stepnogorsk
639,Itoman,JP,80.6,heavy intensity shower rain,26.12,127.67,Southern Beach Hotel & Resort Okinawa
641,Aquiraz,BR,87.8,few clouds,-3.9,-38.39,Hotel Laguna Blu
646,Wanning,CN,79.63,clear sky,18.8,110.4,Paradise Hotel
647,Miragoane,HT,83.95,broken clouds,18.44,-73.09,MMM K-TICHON
648,Tlacotepec,MX,80.53,overcast clouds,20.07,-97.87,IGLESIA SAN ISIDRO LABRADOR
649,Hays,US,87.01,scattered clouds,30.05,-98.03,Sinya on Lone Man Creek
654,Coahuayana,MX,73.4,fog,18.73,-103.68,Hotel Los Arcos
657,Primo Tapia,MX,71.6,overcast clouds,32.22,-116.92,Puerto Nuevo Baja Hotel y Villas
658,Sarh,TD,75.2,broken clouds,9.14,18.39,Hôtel des Chasses
666,Ternate,ID,80.33,moderate rain,0.8,127.4,Grand Dafam Bela Ternate
668,Yilan,TW,84.0,overcast clouds,24.76,121.75,Dar Chen Hotel
669,Mayo,US,75.99,broken clouds,38.89,-76.51,Resorts Resource Group International
672,Mayumba,GA,73.99,light rain,-3.43,10.66,LIKWALE LODGE
677,Ambilobe,MG,73.15,scattered clouds,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
679,Ambon,ID,78.01,overcast clouds,-3.7,128.18,Swiss-Belhotel Ambon
680,Chaman,PK,74.86,broken clouds,30.92,66.45,Niamatt parda Center
682,Xuddur,SO,83.17,broken clouds,4.12,43.89,Banjanay Hotel
684,Along,IN,74.32,overcast clouds,28.17,94.77,Hotel West
686,Francisco Sa,BR,86.0,few clouds,-16.48,-43.49,Amaralina Hotel
687,Phan Thiet,VN,80.04,overcast clouds,10.93,108.1,Hotel Saigon-PT
688,Komsomolskiy,UZ,77.0,clear sky,40.43,71.72,Ikathouse
691,Peniche,PT,80.01,scattered clouds,39.36,-9.38,Hotel Star inn Peniche
693,San-Pedro,CI,76.35,overcast clouds,4.75,-6.64,Hotel Maria
695,Bonoua,CI,80.6,few clouds,5.27,-3.6,Hotel Bon Samaritian
696,Kitaibaraki,JP,73.99,broken clouds,36.78,140.75,Isohara Seaside Hotel
698,Zhanakorgan,KZ,81.5,overcast clouds,43.91,67.25,"""Ақпалас"" қонақ үйі"
700,Boralday,KZ,75.2,broken clouds,43.36,76.86,Burunday Oteli
